hotel_id,hotel_name,addressline1,city,state,longitude,latitude,url,numberrooms,yearopened,yearrenovated,number_of_reviews,rating_average,star_rating,apartment/flat,boat/cruise,capsule hotel,chalet,country house,entire bungalow,entire house,farm stay,guesthouse/bed and breakfast,holiday park/caravan park,homestay,hostel,hotel,inn,lodge,love hotel,motel,resort,resort villa,serviced apartment,tent,villa,url_edited
13298285,Quang Chung Hotel Le Van Thiem,56 Le Van Thiem,Hanoi,Ha Noi,105.802492,21.002729,https://www.agoda.com/partners/partnersearch.aspx?hid=13298285,35.0,,,123,7.7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.agoda.com/vi-vn/quang-chung-hotel-le-van-thiem/hotel/hanoi-vn.html
13302510,Redpine Museum Hotel,"29 Dong Da Street, 3 Ward, Dalat City",Dalat,Lam Dong,108.440385,11.928215,https://www.agoda.com/partners/partnersearch.aspx?hid=13302510,16.0,2020.0,,162,8.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.agoda.com/vi-vn/redpine-condotel/hotel/dalat-vn.html
13307933,Bao Ngoc Diamond Hotel,"124 Be Van Dan street, Hop Giang district, Cao Bang",Cao Bang,Cao Bang,106.257342,22.663475,https://www.agoda.com/partners/partnersearch.aspx?hid=13307933,24.0,2020.0,,204,9.2,2.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.agoda.com/bao-ngoc-diamond-hotel/hotel/cao-bang-vn.html
13342554,MOMIZI HOTEL HAI PHONG,"373 Van Cao Str., Hai An Dist.,",Haiphong,Hai Phong,106.70317,20.830252,https://www.agoda.com/partners/partnersearch.aspx?hid=13342554,22.0,2019.0,,29,8.4,2.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.agoda.com/momizi-hotel-hai-phong/hotel/haiphong-vn.html
13343002,Lucky Hotel,55 Nguyen Du,Tuy Hòa (Phú Yên),Phu Yen,109.31895,13.094941,https://www.agoda.com/partners/partnersearch.aspx?hid=13343002,32.0,2020.0,,280,9.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.agoda.com/vi-vn/lucky-hotel-tuy-hoa/hotel/tuy-hoa-phu-yen-vn.html
13349118,Mekong Rose Hotel,"59-61 Ly Hong Thanh, P. Cai Khe, Q. Ninh Kieu",Cần Thơ,Can Tho,105.784111,10.045606,https://www.agoda.com/partners/partnersearch.aspx?hid=13349118,24.0,2020.0,2022.0,323,8.6,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.agoda.com/mekong-rose-hotel/hotel/can-tho-vn.html
13349216,HERA HOTEL,"06 Song Da Street, Ward 2, Tan Binh District",Ho Chi Minh City,Ho Chi Minh,106.664654,10.806327,https://www.agoda.com/partners/partnersearch.aspx?hid=13349216,27.0,,2023.0,612,8.3,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.agoda.com/hera-hotel/hotel/ho-chi-minh-city-vn.html
13349344,Lina Hotel,"51 Lu Gia, Phuong9, Da Lat, Lam Dong",Dalat,Lam Dong,108.462499,11.95289,https://www.agoda.com/partners/partnersearch.aspx?hid=13349344,26.0,,,6,5.1,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.agoda.com/vi-vn/lina-hotel/hotel/dalat-vn.html
13358113,HOA TRANG Hotel,"DT639B, Tam Quan Bac, Huyen Hoai Nhon, Binh Dinh,",Huyen Hoai Nhon,Binh Dinh,109.043741,14.584922,https://www.agoda.com/partners/partnersearch.aspx?hid=13358113,10.0,,,23,7.4,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.agoda.com/hoa-trang-hotel/hotel/huyen-hoai-nhon-vn.html
13360968,Patel Hotel Hanoi,"Alley 35, No 51A, Le Duc Tho Street, Nam Tu Liem Ward, My Dinh District, Hanoi, Vietnam",Hanoi,Ha Noi,105.769954,21.032044,https://www.agoda.com/partners/partnersearch.aspx?hid=13360968,30.0,,,112,8.2,3.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.agoda.com/patel-hotel-hanoi/hotel/hanoi-vn.html
13361127,OYO 962 Tulip Motel,"192/64 To Hieu, Hoa Minh Ward, Lien Chieu District, Da Nang City",Da Nang,Da Nang,108.167969,16.058588,https://www.agoda.com/partners/partnersearch.aspx?hid=13361127,10.0,,,70,5.7,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.agoda.com/vi-vn/oyo-962-tulip-motel/hotel/da-nang-vn.html
13361412,Sen Hidden Charm Hotel,"S0 43 Ngo 99 Xuan La, To 16, Cum 2, Phuong Xuan La, Quan Tay Ho, Thanh po Ha Noi",Hanoi,Ha Noi,105.804907,21.062644,https://www.agoda.com/partners/partnersearch.aspx?hid=13361412,48.0,,,25,7.4,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.agoda.com/capital-o-939-sen-hidden-charm/hotel/hanoi-vn.html
13370411,Bridge Lakeside Hotel Hanoi,"24 Nguyen Chi Thanh Street, Ngoc Khanh Ward, Ba Dinh District, Hanoi, Vietnam",Hanoi,Ha Noi,105.812509,21.029787,https://www.agoda.com/partners/partnersearch.aspx?hid=13370411,0.0,,,125,7.3,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.agoda.com/vi-vn/bridgelakeside-hotel-hanoi/hotel/hanoi-vn.html
13379409,Cat Tien Farm Stay,Ấp 4 Nam Cát Tiên,Nam Cat Tien,,107.442932,11.41911,https://www.agoda.com/partners/partnersearch.aspx?hid=13379409,,,,23,5.7,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.agoda.com/cat-tien-farm-stay_5/hotel/all/nam-cat-tien-vn.html
13389696,Tuan Vu Hotel,07 PHAN TRONG TUE,Buon Ma Thuot,Dak Lak,108.056347,12.691196,https://www.agoda.com/partners/partnersearch.aspx?hid=13389696,85.0,2010.0,2021.0,3,8.8,2.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.agoda.com/vi-vn/tuan-vu-hotel/hotel/buon-ma-thuot-vn.html
13415464,Hong Lien Hotel,"Area 8, Nguyen Van Troi Street, Con Dao, Ba Ria- Vung Tau Province",Côn Đảo Islands,Ba Ria Vung Tau,106.611113,8.687378,https://www.agoda.com/partners/partnersearch.aspx?hid=13415464,16.0,2019.0,2021.0,5,7.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.agoda.com/hong-lien-hotel/hotel/con-dao-islands-vn.html
13415538,Yen Minh Hotel Thien An,243-Tran Hung Dao,Yen Minh,Ha Giang,105.135003,23.121066,https://www.agoda.com/partners/partnersearch.aspx?hid=13415538,18.0,2019.0,0.0,9,7.2,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.agoda.com/yen-minh-hotel-thien-an/hotel/yen-minh-vn.html
13415873,Thanh Thanh Nhan Hotel,F5 Mac Dinh Chi - Phuong 4 - Da Lat,Dalat,Lam Dong,108.426908,11.94137,https://www.agoda.com/partners/partnersearch.aspx?hid=13415873,15.0,,,41,8.8,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.agoda.com/thanh-thanh-nhan/hotel/dalat-vn.html
13416220,SANDALS HOTEL,567 Trần Phú,Bao Loc,Lam Dong,107.811099,11.541871,https://www.agoda.com/partners/partnersearch.aspx?hid=13416220,38.0,,,307,8.2,2.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.agoda.com/vi-vn/sandals-hotel-h13416220/hotel/bao-loc-dalat-vn.html
13418480,Euro Star Riverside Hotel,"198 Trần Hưng Đạo, Sơn Trà",Da Nang,,108.231918,16.05657,https://www.agoda.com/partners/partnersearch.aspx?hid=13418480,,,,94,8.8,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.agoda.com/euro-star-riverside-hotel_2/hotel/all/da-nang-vn.html
13421248,HOA BAN TRANG HOTEL,Ba Tháng Hai,Son La,Son La,103.919919,21.32464,https://www.agoda.com/partners/partnersearch.aspx?hid=13421248,68.0,,,53,8.4,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.agoda.com/vi-vn/khach-san-hoa-ban-trang/hotel/son-la-vn.html
13422620,Minh Minh Nam Hotel,"A4/27, duong so 4, KDC Nam Long, KV2, Phuong Hung Thanh, Quan Cai Rang, Thanh pho Can Tho",Cần Thơ,Can Tho,105.787432,10.008755,https://www.agoda.com/partners/partnersearch.aspx?hid=13422620,13.0,,,151,8.8,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.agoda.com/minh-minh-nam-hotel/hotel/can-tho-vn.html
13422894,Gold Plaza Hotel Da Nang,"No 11 Tran Thi Ly Street, Hoa Cuong Bac, Hai Chau District, Da Nang",Da Nang,Da Nang,108.221397,16.049105,https://www.agoda.com/partners/partnersearch.aspx?hid=13422894,80.0,2024.0,2024.0,1109,8.9,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.agoda.com/gold-plaza-hotel-da-nang/hotel/da-nang-vn.html
13427514,Yen My Hotel Nha Trang,56 Hoang Hoa Tham,Nha Trang,Khanh Hoa,109.193852,12.246708,https://www.agoda.com/partners/partnersearch.aspx?hid=13427514,15.0,1995.0,2018.0,14,7.1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.agoda.com/yen-my-hotel-nha-trang/hotel/nha-trang-vn.html
13429166,Hoang Gia Hotel,20/116 Nhan Hoa Street - Nhan Chinh - Thanh Xuan Dist,Hanoi,Ha Noi,105.806819,21.002351,https://www.agoda.com/partners/partnersearch.aspx?hid=13429166,21.0,,,4,8.0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.agoda.com/hoang-gia-hotel-h13429166/hotel/hanoi-vn.html
13429241,TK Hotel and Coffee,"Block A11-54, Hoang Hac St., My Hoa Commune, Binh Minh Dist, Vinh Long City",Vinh Long,Vinh Long,105.825817,10.042469,https://www.agoda.com/partners/partnersearch.aspx?hid=13429241,10.0,2020.0,,30,8.6,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.agoda.com/tk-hotel/hotel/vinh-long-vn.html
13429312,Tuy Hoa Beach Hotel,"HT 16 Rosa Alba Resort, 88 Le Duan, Phuong 9",Tuy Hòa (Phú Yên),Phu Yen,109.308792,13.110304,https://www.agoda.com/partners/partnersearch.aspx?hid=13429312,7.0,,,27,8.3,1.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.agoda.com/tuy-hoa-beach-hotel/hotel/tuy-hoa-phu-yen-vn.html
13431347,Hoang Tri 89 Hotel,"163 Khu Pho 4, Phuong Thong Nhat, Thanh Pho Bien Hoa, Tinh Dong Nai, Vietnam",Bien Hoa (Dong Nai),Dong Nai,106.829721,10.95422,https://www.agoda.com/partners/partnersearch.aspx?hid=13431347,5.0,,,46,7.9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.agoda.com/hoang-tri-89-hotel/hotel/bien-hoa-dong-nai-vn.html
13432022,Anh Thu hotel,"181A Xo Viet Nghe Tinh, Phuong Thang Tam, TP. Vung Tau",Vung Tau,Ba Ria Vung Tau,107.08668,10.348389,https://www.agoda.com/partners/partnersearch.aspx?hid=13432022,15.0,,,17,8.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.agoda.com/anh-thu-motel-h11145480/hotel/vung-tau-vn.html
13434228,Pu Luong Discovery,Don Village - Thanh Lam Commune - Ba Thuoc - Thanh Hoa,Ba Thuoc,Thanh Hoa,105.154149,20.448313,https://www.agoda.com/partners/partnersearch.aspx?hid=13434228,11.0,,,6,7.1,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.agoda.com/puluong-hideaway-homestay/hotel/ba-thuoc-vn.html
13443773,Gold View Hotel Da Lat,"33 Dang Thai Than, Phuong 3, Da Lat, Lam Dong, Viet Nam",Dalat,Lam Dong,108.449523,11.930546,https://www.agoda.com/partners/partnersearch.aspx?hid=13443773,22.0,2019.0,2023.0,529,8.4,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.agoda.com/gold-view-hotel-grand-opening-in-lovely-da-lat/hotel/dalat-vn.html
13447704,HANZ Bao Khoi Hotel,"I44, Phan Huy Ich, Ward. 2, Vung Tau City",Vung Tau,Ba Ria Vung Tau,107.081957,10.33697,https://www.agoda.com/partners/partnersearch.aspx?hid=13447704,15.0,2016.0,2022.0,161,8.7,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.agoda.com/bao-khoi-1-hotel/hotel/vung-tau-vn.html
13448013,Loan Anh 2 Hotel,"887 Nguyen Tat Thanh, Phuong Xuan Ha, Quan Thanh Khe, Thanh pho Da Nang",Da Nang,Da Nang,108.193802,16.072414,https://www.agoda.com/partners/partnersearch.aspx?hid=13448013,20.0,,,10,5.7,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.agoda.com/oyo-998-loan-anh-2-hotel/hotel/da-nang-vn.html
13448048,Lien Thuy Hotel,"38A, duong Vo Thi Sau, Phuong 2, Thanh pho Vung Tau",Vung Tau,Ba Ria Vung Tau,107.085252,10.332268,https://www.agoda.com/partners/partnersearch.aspx?hid=13448048,17.0,,,12,7.7,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.agoda.com/vi-vn/lien-thuy-hotel/hotel/vung-tau-vn.html
13448324,The Grace Hotel,51 Nam Ky Khoi Nghia,Dalat,Lam Dong,108.435316,11.940409,https://www.agoda.com/partners/partnersearch.aspx?hid=13448324,41.0,,,280,9.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.agoda.com/the-grace-hotel-h13448324/hotel/dalat-vn.html
13448481,Mangrove Hotel Can Gio,"146 Thanh Thoi, Long Thanh, Long Hoa",Can Gio,Ho Chi Minh,106.919064,10.387919,https://www.agoda.com/partners/partnersearch.aspx?hid=13448481,33.0,2019.0,,228,8.6,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.agoda.com/mangrove-hotel-can-gio/hotel/can-gio-vn.html
13448503,SPOT ON 1021 Dai Thang Motel,"78/35 Nguyen Nhu Do, Phuong Hoa Tho Tay, Quan Cam Le, Thanh pho Da Nang",Da Nang,Da Nang,108.18605,16.000942,https://www.agoda.com/partners/partnersearch.aspx?hid=13448503,12.0,,,2,3.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.agoda.com/spot-on-1021-dai-thang-motel/hotel/da-nang-vn.html
13454652,Da Lat Ngoi Sao Viet Hotel,"5c Dong Da, Phuong 3, Tp Da Lat",Dalat,Lam Dong,108.442785,11.923189,https://www.agoda.com/partners/partnersearch.aspx?hid=13454652,11.0,,,8,9.6,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.agoda.com/vi-vn/da-lat-ngoi-sao-viet/hotel/dalat-vn.html
13507780,SPRING GARDEN HOTEL,"226 Nguyen Trai, Xuan Hoa",Huyen Long Khanh,Dong Nai,107.258903,10.919013,https://www.agoda.com/partners/partnersearch.aspx?hid=13507780,21.0,,,7,7.5,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.agoda.com/spring-garden-hotel/hotel/huyen-long-khanh-vn.html
13531240,Rio Hotel,"39 Phan Huy Ich, Phuong 2, Thanh Pho Vung Tau, Tinh Ba Ria Vung Tau.",Vung Tau,Ba Ria Vung Tau,107.082567,10.337463,https://www.agoda.com/partners/partnersearch.aspx?hid=13531240,10.0,,,431,8.3,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.agoda.com/vi-vn/rio-apartment-hotel/hotel/vung-tau-vn.html
13531302,Nha Trang CR Hotel,198- 22/8 street- Cam Thuan ward- Cam Ranh city,Nha Trang,Khanh Hoa,109.14697,11.916767,https://www.agoda.com/partners/partnersearch.aspx?hid=13531302,40.0,2020.0,,41,7.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.agoda.com/vi-vn/nha-trang-cr-hotel/hotel/cam-ranh-vn.html
13540826,Lucky Budda Inn Villa,"No 32, Alley 97,Ngoc Thuy Str, Long Bien,Hanoi, Long Bien District, Hanoi, Vietnam 10000",Hanoi,Ha Noi,105.863853,21.04891,https://www.agoda.com/partners/partnersearch.aspx?hid=13540826,20.0,,2019.0,45,6.6,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.agoda.com/lucky-budda-inn-villa/hotel/hanoi-vn.html
13541849,Bamboo Hotel,"598 Duong Nguyen An Ninh, Phuong nguyen An Ninh, Thanh Pho Vung Tau",Vung Tau,Ba Ria Vung Tau,107.097707,10.359625,https://www.agoda.com/partners/partnersearch.aspx?hid=13541849,23.0,2019.0,,205,7.5,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.agoda.com/vi-vn/oyo-1033-bamboo-vn-hotel-khach-san-tre-viet/hotel/vung-tau-vn.html
13551771,Wyndham Sky Lake Resort and Villas,"Van Son Lake area, Hoang Van Thu",Hanoi,Ha Noi,105.621783,20.837722,https://www.agoda.com/partners/partnersearch.aspx?hid=13551771,212.0,2020.0,,163,9.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.agoda.com/wyndham-sky-lake-resort-and-villas/hotel/dong-sam-vn.html
13564027,Cactusland Near Tan Son Nhat Airport,"251/8 Nguyen Van Troi, Phuong 10, Quan Phu Nhuan",Ho Chi Minh City,Ho Chi Minh,106.673256,10.795647,https://www.agoda.com/partners/partnersearch.aspx?hid=13564027,22.0,,,22,8.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.agoda.com/vi-vn/saigon-cactus-apartment-h9039796/hotel/ho-chi-minh-city-vn.html
13571664,LA VELA SAIGON HOTEL,Nam Kỳ Khởi Nghĩa,Ho Chi Minh City,Ho Chi Minh,106.685425,10.78856,https://www.agoda.com/partners/partnersearch.aspx?hid=13571664,275.0,2019.0,,12085,9.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.agoda.com/vi-vn/la-vela-saigon-hotel/hotel/ho-chi-minh-city-vn.html
13571955,Tropical Sands Villa,Lac Long Quan,Hoi An,Quang Nam,108.34675,15.90502,https://www.agoda.com/partners/partnersearch.aspx?hid=13571955,18.0,,,33,9.4,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.agoda.com/tropical-sands-villa/hotel/hoi-an-vn.html
13577982,SPRING GARDEN HOTEL LK,226 Nguyen Trai,Huyen Long Khanh,Dong Nai,107.258956,10.919182,https://www.agoda.com/partners/partnersearch.aspx?hid=13577982,24.0,2018.0,2020.0,47,8.2,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.agoda.com/spring-garden-hotel-lk/hotel/huyen-long-khanh-vn.html
13579994,Hong Mai 2,"Dinh Tien Hoang , Cam Duc",Khanh Hoa,Khanh Hoa,109.16347,12.074889,https://www.agoda.com/partners/partnersearch.aspx?hid=13579994,28.0,2019.0,2020.0,31,9.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.agoda.com/vi-vn/hong-mai-2/hotel/khanh-hoa-vn.html
